"","uid","itemNo","valence","internal_node_id","trial_type","chosen_attr","stimulus","nTimeouts","chosen_attr_type","time_elapsed","rt","response","trial_index","timedout","taskNo","trialNo","condition","totalTimeJsPsych","intStartTime","intEndTime","nTrials","ID","interpersonal","category","subcategory","event","internalChosen","globalChosen","internalGlobalChosen","internalSpecificChosen","externalGlobalChosen","externalSpecificChosen"
"22","subCA1_1",112,"negative","0.0-2.0-0.28-0.28","html-button-response-ca","People often carelessly say things about others when they think they can't hear them","You overhear a colleague telling someone else they don't like you",0,"external_global",501545,11962,2,32,FALSE,0,28,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","colleagues","personal qualities","You overhear a colleague telling someone else they don't like you",0,1,0,0,1,0
"23","subCA1_1",113,"positive","0.0-2.0-0.29-0.29","html-button-response-ca","People generally like to get lots of feedback","A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",0,"external_global",509048,5998,0,33,FALSE,0,29,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","colleagues","personal qualities","A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",0,1,0,0,1,0
"24","subCA1_1",3,"negative","0.0-2.0-0.3-0.3","html-button-response-ca","I'm hopeless at remembering things","You return from the shops without something important from your shopping list",0,"internal_global",151499,9730,1,6,FALSE,0,3,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","general functioning (everyday life: harder task)","life activities","You return from the shops without something important from your shopping list",1,1,1,0,0,0
"25","subCA1_1",116,"positive","0.0-2.0-0.30-0.30","html-button-response-ca","I worked hard on a recent piece of work","You find out a colleague has nominated you for a performance award at work",0,"internal_specific",517627,7075,0,34,FALSE,0,30,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","formal assessment (job)","semi-social","You find out a colleague has nominated you for a performance award at work",1,0,0,1,0,0
"26","subCA1_1",127,"positive","0.0-2.0-0.31-0.31","html-button-response-ca","This particular class are kind","You present your work during your evening class and get lots of praise from your classmates",0,"external_specific",528811,9676,2,35,FALSE,0,31,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","contemporaries (not known well)","feedback/responsibility","You present your work during your evening class and get lots of praise from your classmates",0,0,0,0,0,1
"27","subCA1_1",5,"negative","0.0-2.0-0.4-0.4","html-button-response-ca","There are always times when life gets in the way of things we'd like to prioritise","You'd like to be more engaged in your local community",0,"external_global",162277,9272,2,7,FALSE,0,4,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","general functioning (everyday life: harder task)","getting along (semi-social)","You'd like to be more engaged in your local community",0,1,0,0,1,0
"28","subCA1_1",7,"negative","0.0-2.0-0.5-0.5","html-button-response-ca","There probably happened to be a better suggestion put forward that day","Your suggestion for a community social event receives the lowest number of votes",0,"external_specific",174222,10441,0,8,FALSE,0,5,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","contemporaries (not known well)","feedback/responsibility","Your suggestion for a community social event receives the lowest number of votes",0,0,0,0,0,1
"29","subCA1_1",8,"positive","0.0-2.0-0.6-0.6","html-button-response-ca","Recently, I did well on a particular piece of work","You receive anonymised feedback on your work performance by colleagues, and it's very complimentary",0,"internal_specific",183694,7963,3,9,FALSE,0,6,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","formal assessment (job)","non-social","You receive anonymised feedback on your work performance by colleagues, and it's very complimentary",1,0,0,1,0,0
"30","subCA1_1",13,"negative","0.0-2.0-0.7-0.7","html-button-response-ca","For this particular occasion, they were only able to invite a small number of people","Someone you feel very close to is having a birthday dinner but hasn't invited you",0,"external_specific",201993,16796,2,10,FALSE,0,7,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","close relationship","reaching out","Someone you feel very close to is having a birthday dinner but hasn't invited you",0,0,0,0,0,1
"31","subCA1_1",15,"positive","0.0-2.0-0.8-0.8","html-button-response-ca","I'm good at my job","You find out that your manager wants to put you forward for promotion at work",0,"internal_global",237658,34160,1,11,FALSE,0,8,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","general performance (job)","non-social","You find out that your manager wants to put you forward for promotion at work",1,1,1,0,0,0
"32","subCA1_1",17,"negative","0.0-2.0-0.9-0.9","html-button-response-ca","They were probably preoccupied and didn't see me","You smile at someone across the street you recognise, but they don't smile back",0,"external_specific",248530,9366,3,12,FALSE,0,9,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","contemporaries (not known well)","reaching out","You smile at someone across the street you recognise, but they don't smile back",0,0,0,0,0,1
"33","subCA1_1",11,"positive","0.0-20.0-0.0-0.0","html-button-response-ca","On this occasion, I knew a lot about the topics that came up","You take part in a quiz at work and get lots of answers right, so your team wins",0,"internal_specific",1922122,5543,2,186,FALSE,1,0,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","formal assessment (academic)","semi-social","You take part in a quiz at work and get lots of answers right, so your team wins",1,0,0,1,0,0
"34","subCA1_1",21,"positive","0.0-20.0-0.1-0.1","html-button-response-ca","I can usually get my head around straightforward problems","Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them",0,"internal_specific",1931483,7857,1,187,FALSE,1,1,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","general performance (academic)","semi-social","Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them",1,0,0,1,0,0
"35","subCA1_1",47,"negative","0.0-20.0-0.10-0.10","html-button-response-ca","Everyone has different senses of humour","Someone you are close to tells you you are not funny",0,"external_global",2006496,3876,3,196,FALSE,1,10,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","close relationship","personal qualities","Someone you are close to tells you you are not funny",0,1,0,0,1,0
"36","subCA1_1",53,"positive","0.0-20.0-0.11-0.11","html-button-response-ca","In the past, I have helped out this particular colleage with some advice","Someone you work with tells you they trust your judgement",0,"internal_specific",2016494,8494,2,197,FALSE,1,11,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","colleagues","personal qualities","Someone you work with tells you they trust your judgement",1,0,0,1,0,0
"37","subCA1_1",55,"negative","0.0-20.0-0.12-0.12","html-button-response-ca","It's often the case that people accidentally disclose others' secrets","Someone you care about deeply has disclosed something you told them in confidence to someone else",0,"external_global",2027478,9478,1,198,FALSE,1,12,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","close relationship","reaching out","Someone you care about deeply has disclosed something you told them in confidence to someone else",0,1,0,0,1,0
"38","subCA1_1",56,"positive","0.0-20.0-0.13-0.13","html-button-response-ca","I have recently been helping this particular person work through something","Someone you are close to tells you they consider you a role model",0,"internal_specific",2035842,6860,1,199,FALSE,1,13,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","close relationship","personal qualities","Someone you are close to tells you they consider you a role model",1,0,0,1,0,0
"39","subCA1_1",59,"negative","0.0-20.0-0.14-0.14","html-button-response-ca","It's not uncommon for people to let off steam by talking about their colleagues","You overhear someone at work talking about you behind your back",0,"external_global",2043308,5961,2,200,FALSE,1,14,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","colleagues","personal qualities","You overhear someone at work talking about you behind your back",0,1,0,0,1,0
"40","subCA1_1",61,"negative","0.0-20.0-0.15-0.15","html-button-response-ca","People are often bored during work presentations","You give a presentation at work and it seems like no one is paying attention",0,"external_global",2048600,3788,0,201,FALSE,1,15,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","general performance (job)","semi-social","You give a presentation at work and it seems like no one is paying attention",0,1,0,0,1,0
"41","subCA1_1",67,"negative","0.0-20.0-0.16-0.16","html-button-response-ca","This particular friend is probably dealing with something right now that demands all their attention","You ask a friend for help with something important but they say they are too busy",0,"external_specific",2058646,6955,2,203,FALSE,1,16,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","friends","reaching out","You ask a friend for help with something important but they say they are too busy",0,0,0,0,0,1
"42","subCA1_1",73,"positive","0.0-20.0-0.17-0.17","html-button-response-ca","I'm good at my job","You receive an excellent performance evaluation from your boss",0,"internal_global",2064888,4736,3,204,FALSE,1,17,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","formal assessment (job)","semi-social","You receive an excellent performance evaluation from your boss",1,1,1,0,0,0
"43","subCA1_1",75,"negative","0.0-20.0-0.18-0.18","html-button-response-ca","During my last conversation with this person, I may have come across as rude or uncaring","A friend tells you that you are being difficult",0,"internal_specific",2074250,7857,2,205,FALSE,1,18,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","friends","personal qualities","A friend tells you that you are being difficult",1,0,0,1,0,0
"44","subCA1_1",76,"negative","0.0-20.0-0.19-0.19","html-button-response-ca","I haven't been making as much effort at work as I could have recently","You find out that colleague has scored you poorly on a a performance evaluation",0,"internal_specific",2085352,9597,2,206,FALSE,1,19,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","formal assessment (job)","semi-social","You find out that colleague has scored you poorly on a a performance evaluation",1,0,0,1,0,0
"45","subCA1_1",25,"negative","0.0-20.0-0.2-0.2","html-button-response-ca","At the time, I probably wasn't concentrating enough on what I was doing","You start doing the washing up but drop and smash a plate",0,"internal_specific",1937627,4639,3,188,FALSE,1,2,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","general functioning (everyday life: easier task)","self-care","You start doing the washing up but drop and smash a plate",1,0,0,1,0,0
"46","subCA1_1",77,"positive","0.0-20.0-0.20-0.20","html-button-response-ca","I made a special effort to prepare for this particular test","You find out you passed a difficult test for a professional qualification you wanted",0,"internal_specific",2094486,7629,0,207,FALSE,1,20,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","formal assessment (academic)","non-social","You find out you passed a difficult test for a professional qualification you wanted",1,0,0,1,0,0
"47","subCA1_1",78,"positive","0.0-20.0-0.21-0.21","html-button-response-ca","Recently, I have spent a lot of time with this particular person","A friend tells you you are a good friend to them",0,"internal_specific",2103007,7016,3,208,FALSE,1,21,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","friends","personal qualities","A friend tells you you are a good friend to them",1,0,0,1,0,0
"48","subCA1_1",83,"negative","0.0-20.0-0.22-0.22","html-button-response-ca","Recently, I haven't tried much to engage with my colleagues","You aren't nominated for an award recognizing contribution to workplace culture",0,"internal_specific",2112465,7954,0,209,FALSE,1,22,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","colleagues","personal qualities","You aren't nominated for an award recognizing contribution to workplace culture",1,0,0,1,0,0
"49","subCA1_1",84,"positive","0.0-20.0-0.23-0.23","html-button-response-ca","Recently, I have probably helped this colleage out with something private","Someone from work tells you they consider you trustworthy",0,"internal_specific",2120399,6429,1,210,FALSE,1,23,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","colleagues","personal qualities","Someone from work tells you they consider you trustworthy",1,0,0,1,0,0
"50","subCA1_1",97,"negative","0.0-20.0-0.24-0.24","html-button-response-ca","Recently, I haven't been managing my time very well","You find yourself struggling to meet your targets at work",0,"internal_specific",2128739,6837,3,211,FALSE,1,24,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","general performance (job)","non-social","You find yourself struggling to meet your targets at work",1,0,0,1,0,0
"51","subCA1_1",100,"negative","0.0-20.0-0.25-0.25","html-button-response-ca","This person is probably not able to respond right now (e.g., they are unwell or away)","Someone you care deeply about is not responding to your calls and messages",0,"external_specific",2136600,6358,2,212,FALSE,1,25,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","close relationship","reaching out","Someone you care deeply about is not responding to your calls and messages",0,0,0,0,0,1
"52","subCA1_1",102,"positive","0.0-20.0-0.26-0.26","html-button-response-ca","On this particular occasion, I had something important to say","A letter you have written to the newspaper is selected to be published",0,"internal_specific",2146055,7951,2,213,FALSE,1,26,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","formal assessment (academic)","non-social","A letter you have written to the newspaper is selected to be published",1,0,0,1,0,0
"53","subCA1_1",108,"negative","0.0-20.0-0.27-0.27","html-button-response-ca","My friend thought I wasn't free on this specific date","You find out a friend is having a party but hasn't invited you",0,"external_specific",2156905,9346,1,214,FALSE,1,27,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","friends","reaching out","You find out a friend is having a party but hasn't invited you",0,0,0,0,0,1
"54","subCA1_1",110,"positive","0.0-20.0-0.28-0.28","html-button-response-ca","People I'm close to think well of me","Someone you are close to tells you they wish they were more like you",0,"internal_global",2165859,7449,3,215,FALSE,1,28,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","close relationship","personal qualities","Someone you are close to tells you they wish they were more like you",1,1,1,0,0,0
"55","subCA1_1",115,"positive","0.0-20.0-0.29-0.29","html-button-response-ca","People generally compliment their friends from time to time","A friend tells you you are a good person",0,"external_global",2173987,6623,0,216,FALSE,1,29,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","friends","personal qualities","A friend tells you you are a good person",0,1,0,0,1,0
"56","subCA1_1",28,"positive","0.0-20.0-0.3-0.3","html-button-response-ca","On this occasion, I made some good points","You speak during a neighbourhood association meeting and receive applause",0,"internal_specific",1946341,7211,0,189,FALSE,1,3,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a neighbourhood association meeting and receive applause",1,0,0,1,0,0
"57","subCA1_1",120,"positive","0.0-20.0-0.30-0.30","html-button-response-ca","People generally reach out to their friends from time to time","A friend calls you up out of the blue to see how you are",0,"external_global",2182411,6921,3,217,FALSE,1,30,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","friends","reaching out","A friend calls you up out of the blue to see how you are",0,1,0,0,1,0
"58","subCA1_1",125,"negative","0.0-20.0-0.31-0.31","html-button-response-ca","I probably didn't spend enough time studying for the test","You find out that you didn't pass a test you took that counts towards a professional exam",0,"internal_specific",2189334,5419,1,218,FALSE,1,31,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","formal assessment (academic)","non-social","You find out that you didn't pass a test you took that counts towards a professional exam",1,0,0,1,0,0
"59","subCA1_1",29,"positive","0.0-20.0-0.4-0.4","html-button-response-ca","I seem to click well with this particular person","A colleague tells you they like your company",0,"internal_specific",1959487,11642,1,190,FALSE,1,4,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","colleagues","personal qualities","A colleague tells you they like your company",1,0,0,1,0,0
"60","subCA1_1",31,"positive","0.0-20.0-0.5-0.5","html-button-response-ca","Recently I did something my friend is impressed by","Someone you are close to tells you that they admire you",0,"internal_specific",1967133,6142,3,191,FALSE,1,5,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","close relationship","personal qualities","Someone you are close to tells you that they admire you",1,0,0,1,0,0
"61","subCA1_1",35,"positive","0.0-20.0-0.6-0.6","html-button-response-ca","This particular puzzle was probably quite easy","You complete today's crossword easily",0,"external_specific",1973951,5314,3,192,FALSE,1,6,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","general performance (academic)","non-social","You complete today's crossword easily",0,0,0,0,0,1
"62","subCA1_1",37,"negative","0.0-20.0-0.7-0.7","html-button-response-ca","This problem was too complicated to work out without writing everything out","You struggle to work out what everyone needs to pay when booking a work activity",0,"external_specific",1983987,8530,0,193,FALSE,1,7,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"no","formal assessment (academic)","semi-social","You struggle to work out what everyone needs to pay when booking a work activity",0,0,0,0,0,1
"63","subCA1_1",44,"negative","0.0-20.0-0.8-0.8","html-button-response-ca","I haven't shown any interest in work events recently","You discover that you haven't been invited to an after-work social event",0,"internal_specific",1991141,5651,3,194,FALSE,1,8,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","colleagues","reaching out","You discover that you haven't been invited to an after-work social event",1,0,0,1,0,0
"64","subCA1_1",45,"negative","0.0-20.0-0.9-0.9","html-button-response-ca","People's work is usually not that interesting to people they don't know","You present your work to the rest of your evening class but it doesn't receive much positive feedback",0,"external_global",2001115,8470,0,195,FALSE,1,9,"psychoed",2189335,1634242.8,2034667.40000001,64,1,"yes","contemporaries (not known well)","feedback/responsibility","You present your work to the rest of your evening class but it doesn't receive much positive feedback",0,1,0,0,1,0
"65","subCA1_2",0,"negative","0.0-2.0-0.0-0.0","html-button-response-ca","Deep down, my friends don't really like me","You find out that someone you consider a friend has talked about you negatively behind your back",0,"internal_global",180163,14830,2,3,FALSE,0,0,"control",2147000,1679966.20000005,1949197.20000005,64,2,"yes","friends","personal qualities","You find out that someone you consider a friend has talked about you negatively behind your back",1,1,1,0,0,0
"66","subCA1_2",1,"positive","0.0-2.0-0.1-0.1","html-button-response-ca","People at work generally reach out from time to time","Someone from work invites you out for a cup of coffee",0,"external_global",193002,11321,0,4,FALSE,0,1,"control",2147000,1679966.20000005,1949197.20000005,64,2,"yes","colleagues","reaching out","Someone from work invites you out for a cup of coffee",0,1,0,0,1,0
"67","subCA1_2",18,"negative","0.0-2.0-0.10-0.10","html-button-response-ca","I probably dedicated too much time to unimportant tasks this week","You didn't get the amount of work done you needed to",0,"internal_specific",315265,7629,0,13,FALSE,0,10,"control",2147000,1679966.20000005,1949197.20000005,64,2,"no","general performance (job)","non-social","You didn't get the amount of work done you needed to",1,0,0,1,0,0
"68","subCA1_2",22,"negative","0.0-2.0-0.11-0.11","html-button-response-ca","I haven't really made an effort to talk to my colleagues recently","You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you",0,"internal_specific",327537,10754,0,14,FALSE,0,11,"control",2147000,1679966.20000005,1949197.20000005,64,2,"yes","colleagues","reaching out","You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you",1,0,0,1,0,0
"69","subCA1_2",24,"positive","0.0-2.0-0.12-0.12","html-button-response-ca","I'm funny","A friend tells you you make them laugh",0,"internal_global",337525,8477,1,15,FALSE,0,12,"control",2147000,1679966.20000005,1949197.20000005,64,2,"yes","friends","personal qualities","A friend tells you you make them laugh",1,1,1,0,0,0
"70","subCA1_2",32,"positive","0.0-2.0-0.13-0.13","html-button-response-ca","I'm the kind of friend people value","A friend tells you speaking with you always makes them feel better",0,"internal_global",349790,10746,2,16,FALSE,0,13,"control",2147000,1679966.20000005,1949197.20000005,64,2,"yes","friends","personal qualities","A friend tells you speaking with you always makes them feel better",1,1,1,0,0,0
"71","subCA1_2",39,"positive","0.0-2.0-0.14-0.14","html-button-response-ca","My colleagues respect my skill at work","You find out that you have been put forward for a leadership position at work",0,"internal_global",362906,11604,1,17,FALSE,0,14,"control",2147000,1679966.20000005,1949197.20000005,64,2,"no","formal assessment (job)","non-social","You find out that you have been put forward for a leadership position at work",1,1,1,0,0,0
"72","subCA1_2",41,"negative","0.0-2.0-0.15-0.15","html-button-response-ca","This time, my application was probably delayed for some reason","You submited an application to join a local community forum but haven't heard anything back",0,"external_specific",376881,12452,3,18,FALSE,0,15,"control",2147000,1679966.20000005,1949197.20000005,64,2,"no","general functioning (everyday life: easier task)","getting along (semi-social)","You submited an application to join a local community forum but haven't heard anything back",0,0,0,0,0,1
"73","subCA1_2",43,"positive","0.0-2.0-0.16-0.16","html-button-response-ca","Recently, I have made an effort to be there for this particular friend","Someone you are close to has sent you a card thanking you for being there for them during a difficult time",0,"internal_specific",392232,8734,2,20,FALSE,0,16,"control",2147000,1679966.20000005,1949197.20000005,64,2,"yes","close relationship","reaching out","Someone you are close to has sent you a card thanking you for being there for them during a difficult time",1,0,0,1,0,0
"74","subCA1_2",54,"positive","0.0-2.0-0.17-0.17","html-button-response-ca","On this particular occasion, I did a good job","You find out someone has contacted your employer to praise work you did for them",0,"internal_specific",405822,12081,1,21,FALSE,0,17,"control",2147000,1679966.20000005,1949197.20000005,64,2,"no","general performance (job)","semi-social","You find out someone has contacted your employer to praise work you did for them",1,0,0,1,0,0
