"","uid","pressTimes","trialStartTime","choice","coinsRunningTotal","trialEndTime","trialEffortPropMax1","pressCount","trialNo","trialEffort2","condition","choiceRT","trialReward2","effortTimeLimit","trialReward1","trialEffortPropMax2","trialEffort1","trialSuccess","meanPressLag","taskCond","intCond","studyStartTime","totalTimeJsPsych","nTrials","ID","deltaReward","deltaEffort","effortChosen","effortUnchosen","deltaEffortSigned","higherEffChosen","highEffortOption","rewardChosen","rewardUnchosen","higherRewChosen","highRewardOption","taskNo","group","maxPressCount"
"11","subREX_1","see raw data",1630204,"route 1",32,1654928,0.95,53,5,32,"psychoed",3068,3,10000,6,0.55,55,0,163.846153846154,"rew-eff","psychoed","14:36:16",1305438,88,1,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,2,"psychoed",58
"12","subREX_1","see raw data",300960,"route 2",22,318599,0.95,33,5,32,"baseline",5285,3,10000,6,0.55,55,1,158.375,"rew-eff","psychoed","14:36:16",1305438,88,1,3,0.4,0.55,0.95,-0.4,0,0.95,3,6,0,6,1,"psychoed",58
"13","subREX_1","see raw data",318599,"route 2",28,335255,0.55,45,6,44,"baseline",2684,6,10000,4,0.75,32,1,151.204545454545,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.2,0.75,0.55,0.2,1,0.75,6,4,1,6,1,"psychoed",58
"14","subREX_1","see raw data",1654928,"route 2",38,1672018,0.55,45,6,44,"psychoed",2551,6,10000,4,0.75,32,1,162.568181818182,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.2,0.75,0.55,0.2,1,0.75,6,4,1,6,2,"psychoed",58
"15","subREX_1","see raw data",1672018,"route 2",44,1689974,0.2,55,7,55,"psychoed",2218,6,10000,3,0.95,12,1,158.703703703704,"rew-eff","psychoed","14:36:16",1305438,88,1,3,0.75,0.95,0.2,0.75,1,0.95,6,3,1,6,2,"psychoed",58
"16","subREX_1","see raw data",335255,"route 2",34,355030,0.2,56,7,55,"baseline",4186,6,10000,3,0.95,12,1,149.436363636364,"rew-eff","psychoed","14:36:16",1305438,88,1,3,0.75,0.95,0.2,0.75,1,0.95,6,3,1,6,1,"psychoed",58
"17","subREX_1","see raw data",1689974,"route 2",49,1702896,0.2,20,8,20,"psychoed",2334,5,10000,4,0.35,12,1,164.2,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.15,0.35,0.2,0.15,1,0.35,5,4,1,5,2,"psychoed",58
"18","subREX_1","see raw data",355030,"route 2",39,370319,0.2,20,8,20,"baseline",4936,5,10000,4,0.35,12,1,153.4,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.15,0.35,0.2,0.15,1,0.35,5,4,1,5,1,"psychoed",58
"19","subREX_1","see raw data",1702896,"route 1",55,1721870,0.95,56,9,20,"psychoed",2784,3,10000,6,0.35,55,1,156.727272727273,"rew-eff","psychoed","14:36:16",1305438,88,1,3,0.6,0.95,0.35,0.6,1,0.95,6,3,1,6,2,"psychoed",58
"20","subREX_1","see raw data",370319,"route 1",45,389194,0.95,55,9,20,"baseline",3135,3,10000,6,0.35,55,1,156.833333333333,"rew-eff","psychoed","14:36:16",1305438,88,1,3,0.6,0.95,0.35,0.6,1,0.95,6,3,1,6,1,"psychoed",58
"21","subREX_1","see raw data",1721870,"route 1",59,1735475,0.35,21,10,12,"psychoed",2817,3,10000,4,0.2,20,1,169.3,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.15,0.35,0.2,0.15,1,0.35,4,3,1,4,2,"psychoed",58
"22","subREX_1","see raw data",389194,"route 1",49,402382,0.35,20,10,12,"baseline",2784,3,10000,4,0.2,20,1,158.4,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.15,0.35,0.2,0.15,1,0.35,4,3,1,4,1,"psychoed",58
"23","subREX_1","see raw data",1761735,"route 2",7,1779844,0.55,44,11,44,"psychoed",3517,7,10000,5,0.75,32,1,161.302325581395,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.2,0.75,0.55,0.2,1,0.75,7,5,1,7,2,"psychoed",58
"24","subREX_1","see raw data",434811,"route 2",7,451768,0.55,44,11,44,"baseline",2768,7,10000,5,0.75,32,1,154.325581395349,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.2,0.75,0.55,0.2,1,0.75,7,5,1,7,1,"psychoed",58
"25","subREX_1","see raw data",451768,"route 2",13,468740,0.2,44,12,44,"baseline",2600,6,10000,4,0.75,12,1,161.818181818182,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"psychoed",58
"26","subREX_1","see raw data",1779844,"route 2",13,1796432,0.2,44,12,44,"psychoed",1983,6,10000,4,0.75,12,1,167.511627906977,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"psychoed",58
"27","subREX_1","see raw data",468740,"route 2",18,486797,0.35,55,13,55,"baseline",2484,5,10000,3,0.95,20,1,153.090909090909,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.6,0.95,0.35,0.6,1,0.95,5,3,1,5,1,"psychoed",58
"28","subREX_1","see raw data",1796432,"route 2",18,1814922,0.35,55,13,55,"psychoed",2184,5,10000,3,0.95,20,1,162.763636363636,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.6,0.95,0.35,0.6,1,0.95,5,3,1,5,2,"psychoed",58
"29","subREX_1","see raw data",1814922,"route 1",19,1834196,0.95,55,14,12,"psychoed",2985,8,10000,1,0.2,55,1,161.872727272727,"rew-eff","psychoed","14:36:16",1305438,88,1,7,0.75,0.95,0.2,0.75,1,0.95,1,8,0,8,2,"psychoed",58
"30","subREX_1","see raw data",486797,"route 2",26,501536,0.95,13,14,12,"baseline",5369,8,10000,1,0.2,55,1,173.583333333333,"rew-eff","psychoed","14:36:16",1305438,88,1,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,1,"psychoed",58
"31","subREX_1","see raw data",501536,"route 1",30,518676,0.75,45,15,20,"baseline",2568,3,10000,4,0.35,44,1,164.113636363636,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.4,0.75,0.35,0.4,1,0.75,4,3,1,4,1,"psychoed",58
"32","subREX_1","see raw data",1834196,"route 1",23,1851970,0.75,45,15,20,"psychoed",2801,3,10000,4,0.35,44,1,170.522727272727,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.4,0.75,0.35,0.4,1,0.75,4,3,1,4,2,"psychoed",58
"33","subREX_1","see raw data",518676,"route 1",36,534232,0.55,32,16,12,"baseline",3001,5,10000,6,0.2,32,1,161.870967741935,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.35,0.55,0.2,0.35,1,0.55,6,5,1,6,1,"psychoed",58
"34","subREX_1","see raw data",1851970,"route 1",29,1868376,0.55,33,16,12,"psychoed",3218,5,10000,6,0.2,32,1,171.96875,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.35,0.55,0.2,0.35,1,0.55,6,5,1,6,2,"psychoed",58
"35","subREX_1","see raw data",534232,"route 1",41,553173,0.95,55,17,12,"baseline",2751,3,10000,5,0.2,55,1,160.574074074074,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,1,"psychoed",58
"36","subREX_1","see raw data",1868376,"route 1",34,1886700,0.95,56,17,12,"psychoed",2134,3,10000,5,0.2,55,1,164,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,2,"psychoed",58
"37","subREX_1","see raw data",1886700,"route 1",34,1911027,0.95,54,18,20,"psychoed",2784,4,10000,5,0.35,55,0,164.207547169811,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.6,0.95,0.35,0.6,1,0.95,5,4,1,5,2,"psychoed",58
"38","subREX_1","see raw data",553173,"route 1",46,571146,0.95,55,18,20,"baseline",2201,4,10000,5,0.35,55,1,156.727272727273,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.6,0.95,0.35,0.6,1,0.95,5,4,1,5,1,"psychoed",58
"39","subREX_1","see raw data",571146,"route 1",51,588937,0.95,55,19,12,"baseline",2001,3,10000,5,0.2,55,1,155.944444444444,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,1,"psychoed",58
"40","subREX_1","see raw data",1911027,"route 1",34,1935902,0.95,54,19,12,"psychoed",3284,3,10000,5,0.2,55,0,169.566037735849,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,2,"psychoed",58
"41","subREX_1","see raw data",588937,"route 1",58,607593,0.95,55,20,32,"baseline",2701,4,10000,7,0.55,55,1,158.854545454545,"rew-eff","psychoed","14:36:16",1305438,88,1,3,0.4,0.95,0.55,0.4,1,0.95,7,4,1,7,1,"psychoed",58
"42","subREX_1","see raw data",1935902,"route 1",41,1954727,0.95,55,20,32,"psychoed",2618,4,10000,7,0.55,55,1,161.327272727273,"rew-eff","psychoed","14:36:16",1305438,88,1,3,0.4,0.95,0.55,0.4,1,0.95,7,4,1,7,2,"psychoed",58
"43","subREX_1","see raw data",1954727,"route 2",47,1968948,0.75,13,21,12,"psychoed",4635,6,10000,7,0.2,44,1,194.5,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.55,0.2,0.75,-0.55,0,0.75,6,7,0,7,2,"psychoed",58
"44","subREX_1","see raw data",607593,"route 1",65,624667,0.75,45,21,12,"baseline",2318,6,10000,7,0.2,44,1,171.659090909091,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,1,"psychoed",58
"45","subREX_1","see raw data",650677,"route 1",4,670901,0.95,56,22,32,"baseline",4034,3,10000,4,0.55,55,1,162.781818181818,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.4,0.95,0.55,0.4,1,0.95,4,3,1,4,1,"psychoed",58
"46","subREX_1","see raw data",2001443,"route 2",3,2019017,0.95,32,22,32,"psychoed",3819,3,10000,4,0.55,55,1,203.71875,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.4,0.55,0.95,-0.4,0,0.95,3,4,0,4,2,"psychoed",58
"47","subREX_1","see raw data",2019017,"route 2",3,2042876,0.2,54,23,55,"psychoed",2284,6,10000,4,0.95,12,0,166.111111111111,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.75,0.95,0.2,0.75,1,0.95,6,4,1,6,2,"psychoed",58
"48","subREX_1","see raw data",670901,"route 2",10,691675,0.2,55,23,55,"baseline",4635,6,10000,4,0.95,12,1,158.703703703704,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.75,0.95,0.2,0.75,1,0.95,6,4,1,6,1,"psychoed",58
"49","subREX_1","see raw data",691675,"route 2",17,706931,0.35,32,24,32,"baseline",2117,7,10000,3,0.55,20,1,187.161290322581,"rew-eff","psychoed","14:36:16",1305438,88,1,4,0.2,0.55,0.35,0.2,1,0.55,7,3,1,7,1,"psychoed",58
"50","subREX_1","see raw data",2042876,"route 2",10,2058532,0.35,32,24,32,"psychoed",2667,7,10000,3,0.55,20,1,177.15625,"rew-eff","psychoed","14:36:16",1305438,88,1,4,0.2,0.55,0.35,0.2,1,0.55,7,3,1,7,2,"psychoed",58
"51","subREX_1","see raw data",2058532,"route 1",17,2073738,0.35,20,25,12,"psychoed",4054,6,10000,7,0.2,20,1,198.368421052632,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.15,0.35,0.2,0.15,1,0.35,7,6,1,7,2,"psychoed",58
"52","subREX_1","see raw data",706931,"route 1",24,721354,0.35,20,25,12,"baseline",2885,6,10000,7,0.2,20,1,225.526315789474,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.15,0.35,0.2,0.15,1,0.35,7,6,1,7,1,"psychoed",58
"53","subREX_1","see raw data",2073738,"route 2",23,2090744,0.2,44,26,44,"psychoed",2268,6,10000,4,0.75,12,1,169.386363636364,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"psychoed",58
"54","subREX_1","see raw data",721354,"route 2",30,738194,0.2,45,26,44,"baseline",2251,6,10000,4,0.75,12,1,164.840909090909,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"psychoed",58
"55","subREX_1","see raw data",738194,"route 1",38,751517,0.2,12,27,55,"baseline",3918,1,10000,8,0.95,12,1,179.25,"rew-eff","psychoed","14:36:16",1305438,88,1,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,1,"psychoed",58
"56","subREX_1","see raw data",2090744,"route 2",23,2116555,0.2,52,27,55,"psychoed",4201,1,10000,8,0.95,12,0,173.788461538462,"rew-eff","psychoed","14:36:16",1305438,88,1,7,0.75,0.95,0.2,0.75,1,0.95,1,8,0,8,2,"psychoed",58
"57","subREX_1","see raw data",751517,"route 1",45,768805,0.75,45,28,20,"baseline",2732,6,10000,7,0.35,44,1,165.590909090909,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.4,0.75,0.35,0.4,1,0.75,7,6,1,7,1,"psychoed",58
"58","subREX_1","see raw data",2116555,"route 1",30,2134811,0.75,45,28,20,"psychoed",3501,6,10000,7,0.35,44,1,168.25,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.4,0.75,0.35,0.4,1,0.75,7,6,1,7,2,"psychoed",58
"59","subREX_1","see raw data",2134811,"route 2",34,2156073,0.35,56,29,55,"psychoed",4952,4,10000,3,0.95,20,1,161.581818181818,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.6,0.95,0.35,0.6,1,0.95,4,3,1,4,2,"psychoed",58
"60","subREX_1","see raw data",768805,"route 2",49,788046,0.35,55,29,55,"baseline",3301,4,10000,3,0.95,20,1,159.62962962963,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.6,0.95,0.35,0.6,1,0.95,4,3,1,4,1,"psychoed",58
"61","subREX_1","see raw data",2156073,"route 1",40,2169525,0.35,20,30,12,"psychoed",2701,5,10000,6,0.2,20,1,183.421052631579,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.15,0.35,0.2,0.15,1,0.35,6,5,1,6,2,"psychoed",58
"62","subREX_1","see raw data",788046,"route 1",55,801985,0.35,20,30,12,"baseline",2784,5,10000,6,0.2,20,1,199.25,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.15,0.35,0.2,0.15,1,0.35,6,5,1,6,1,"psychoed",58
"63","subREX_1","see raw data",2169525,"route 2",45,2184698,0.2,33,31,32,"psychoed",2218,5,10000,3,0.55,12,1,175.5625,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.35,0.55,0.2,0.35,1,0.55,5,3,1,5,2,"psychoed",58
"64","subREX_1","see raw data",801985,"route 2",60,818274,0.2,33,31,32,"baseline",3117,5,10000,3,0.55,12,1,181.3125,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.35,0.55,0.2,0.35,1,0.55,5,3,1,5,1,"psychoed",58
"65","subREX_1","see raw data",2184698,"route 1",52,2203471,0.95,55,32,12,"psychoed",2635,3,10000,7,0.2,55,1,162.092592592593,"rew-eff","psychoed","14:36:16",1305438,88,1,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,2,"psychoed",58
"66","subREX_1","see raw data",818274,"route 1",60,841950,0.95,54,32,12,"baseline",2102,3,10000,7,0.2,55,0,173.358490566038,"rew-eff","psychoed","14:36:16",1305438,88,1,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,1,"psychoed",58
"67","subREX_1","see raw data",870162,"route 2",7,887668,0.2,45,33,44,"baseline",2901,7,10000,6,0.75,12,1,163.704545454545,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,1,"psychoed",58
"68","subREX_1","see raw data",2224713,"route 2",7,2242787,0.2,44,33,44,"psychoed",3119,7,10000,6,0.75,12,1,173.372093023256,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,2,"psychoed",58
"69","subREX_1","see raw data",887668,"route 2",12,903023,0.35,32,34,32,"baseline",2368,5,10000,4,0.55,20,1,178.75,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.2,0.55,0.35,0.2,1,0.55,5,4,1,5,1,"psychoed",58
"70","subREX_1","see raw data",2242787,"route 2",12,2257826,0.35,33,34,32,"psychoed",2301,5,10000,4,0.55,20,1,172.46875,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.2,0.55,0.35,0.2,1,0.55,5,4,1,5,2,"psychoed",58
"71","subREX_1","see raw data",903023,"route 2",17,922531,0.55,56,35,55,"baseline",3485,5,10000,4,0.95,32,1,158.545454545455,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.4,0.95,0.55,0.4,1,0.95,5,4,1,5,1,"psychoed",58
"72","subREX_1","see raw data",2257826,"route 2",17,2276350,0.55,56,35,55,"psychoed",2534,5,10000,4,0.95,32,1,157.618181818182,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.4,0.95,0.55,0.4,1,0.95,5,4,1,5,2,"psychoed",58
"73","subREX_1","see raw data",2276350,"route 1",24,2291705,0.55,32,36,20,"psychoed",2400,4,10000,7,0.35,32,1,186.645161290323,"rew-eff","psychoed","14:36:16",1305438,88,1,3,0.2,0.55,0.35,0.2,1,0.55,7,4,1,7,2,"psychoed",58
"74","subREX_1","see raw data",922531,"route 1",24,937904,0.55,32,36,20,"baseline",2618,4,10000,7,0.35,32,1,175,"rew-eff","psychoed","14:36:16",1305438,88,1,3,0.2,0.55,0.35,0.2,1,0.55,7,4,1,7,1,"psychoed",58
"75","subREX_1","see raw data",937904,"route 2",31,955960,0.2,56,37,55,"baseline",2084,7,10000,3,0.95,12,1,156.145454545455,"rew-eff","psychoed","14:36:16",1305438,88,1,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,1,"psychoed",58
"76","subREX_1","see raw data",2291705,"route 2",31,2309979,0.2,55,37,55,"psychoed",2102,7,10000,3,0.95,12,1,159.944444444444,"rew-eff","psychoed","14:36:16",1305438,88,1,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,2,"psychoed",58
"77","subREX_1","see raw data",2309979,"route 1",37,2328586,0.95,55,38,32,"psychoed",2467,3,10000,6,0.55,55,1,159.314814814815,"rew-eff","psychoed","14:36:16",1305438,88,1,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,2,"psychoed",58
"78","subREX_1","see raw data",955960,"route 1",37,975539,0.95,56,38,32,"baseline",3303,3,10000,6,0.55,55,1,161.636363636364,"rew-eff","psychoed","14:36:16",1305438,88,1,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,1,"psychoed",58
"79","subREX_1","see raw data",2328586,"route 2",43,2347877,0.35,56,39,55,"psychoed",3085,6,10000,4,0.95,20,1,160.672727272727,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.6,0.95,0.35,0.6,1,0.95,6,4,1,6,2,"psychoed",58
"80","subREX_1","see raw data",975539,"route 2",43,993941,0.35,55,39,55,"baseline",2267,6,10000,4,0.95,20,1,159.351851851852,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.6,0.95,0.35,0.6,1,0.95,6,4,1,6,1,"psychoed",58
"81","subREX_1","see raw data",2347877,"route 1",49,2365767,0.75,45,40,12,"psychoed",3318,4,10000,6,0.2,44,1,163.295454545455,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"psychoed",58
"82","subREX_1","see raw data",993941,"route 1",49,1011248,0.75,44,40,12,"baseline",2567,4,10000,6,0.2,44,1,168.674418604651,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"psychoed",58
"83","subREX_1","see raw data",2365767,"route 2",55,2384124,0.75,55,41,55,"psychoed",2065,6,10000,4,0.95,44,1,164.909090909091,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.2,0.95,0.75,0.2,1,0.95,6,4,1,6,2,"psychoed",58
"84","subREX_1","see raw data",1011248,"route 2",55,1030174,0.75,55,41,55,"baseline",2617,6,10000,4,0.95,44,1,164.363636363636,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.2,0.95,0.75,0.2,1,0.95,6,4,1,6,1,"psychoed",58
"85","subREX_1","see raw data",2384124,"route 2",62,2399129,0.2,32,42,32,"psychoed",2235,7,10000,5,0.55,12,1,175.5625,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.35,0.55,0.2,0.35,1,0.55,7,5,1,7,2,"psychoed",58
"86","subREX_1","see raw data",1030174,"route 2",62,1045361,0.2,33,42,32,"baseline",2218,7,10000,5,0.55,12,1,177.6875,"rew-eff","psychoed","14:36:16",1305438,88,1,2,0.35,0.55,0.2,0.35,1,0.55,7,5,1,7,1,"psychoed",58
"87","subREX_1","see raw data",2399129,"route 2",62,2423072,0.35,54,43,55,"psychoed",2317,7,10000,6,0.95,20,0,165.830188679245,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.6,0.95,0.35,0.6,1,0.95,7,6,1,7,2,"psychoed",58
"88","subREX_1","see raw data",1045361,"route 2",69,1064152,0.35,55,43,55,"baseline",2635,7,10000,6,0.95,20,1,159.925925925926,"rew-eff","psychoed","14:36:16",1305438,88,1,1,0.6,0.95,0.35,0.6,1,0.95,7,6,1,7,1,"psychoed",58
"89","subREX_2","see raw data",0,"route 1",7,1509501,0.95,62,0,23,"planning",1969,3,10000,7,0.35,62,1,128.629032258065,"rew-eff","planning","12:37:21",0,88,2,4,0.6,0.95,0.35,0.6,1,0.95,7,3,1,7,2,"planning",65
"90","subREX_2","see raw data",145711,"route 1",7,162996,0.95,63,0,23,"baseline",2152,3,10000,7,0.35,62,1,132.142857142857,"rew-eff","planning","12:37:21",0,88,2,4,0.6,0.95,0.35,0.6,1,0.95,7,3,1,7,1,"planning",65
"91","subREX_2","see raw data",162996,"route 1",14,181732,0.95,63,1,49,"baseline",3387,4,10000,7,0.75,62,1,137.428571428571,"rew-eff","planning","12:37:21",0,88,2,3,0.2,0.95,0.75,0.2,1,0.95,7,4,1,7,1,"planning",65
"92","subREX_2","see raw data",1509501,"route 1",14,1526903,0.95,62,1,49,"planning",2853,4,10000,7,0.75,62,1,127.016129032258,"rew-eff","planning","12:37:21",0,88,2,3,0.2,0.95,0.75,0.2,1,0.95,7,4,1,7,2,"planning",65
"93","subREX_2","see raw data",1526903,"route 2",20,1540200,0.2,36,2,36,"planning",1769,6,10000,4,0.55,13,1,131.138888888889,"rew-eff","planning","12:37:21",0,88,2,2,0.35,0.55,0.2,0.35,1,0.55,6,4,1,6,2,"planning",65
"94","subREX_2","see raw data",181732,"route 2",20,196314,0.2,37,2,36,"baseline",2636,6,10000,4,0.55,13,1,141.567567567568,"rew-eff","planning","12:37:21",0,88,2,2,0.35,0.55,0.2,0.35,1,0.55,6,4,1,6,1,"planning",65
"95","subREX_2","see raw data",196314,"route 1",25,212915,0.75,49,3,13,"baseline",3253,4,10000,5,0.2,49,1,136.270833333333,"rew-eff","planning","12:37:21",0,88,2,1,0.55,0.75,0.2,0.55,1,0.75,5,4,1,5,1,"planning",65
"96","subREX_2","see raw data",1540200,"route 1",25,1557134,0.75,49,3,13,"planning",3587,4,10000,5,0.2,49,1,133.142857142857,"rew-eff","planning","12:37:21",0,88,2,1,0.55,0.75,0.2,0.55,1,0.75,5,4,1,5,2,"planning",65
"97","subREX_2","see raw data",212915,"route 2",32,231484,0.75,63,4,62,"baseline",3620,7,10000,5,0.95,49,1,133.483870967742,"rew-eff","planning","12:37:21",0,88,2,2,0.2,0.95,0.75,0.2,1,0.95,7,5,1,7,1,"planning",65
"98","subREX_2","see raw data",1557134,"route 2",32,1574035,0.75,62,4,62,"planning",2152,7,10000,5,0.95,49,1,130.241935483871,"rew-eff","planning","12:37:21",0,88,2,2,0.2,0.95,0.75,0.2,1,0.95,7,5,1,7,2,"planning",65
"99","subREX_2","see raw data",1574035,"route 1",38,1591654,0.95,62,5,36,"planning",2487,3,10000,6,0.55,62,1,135.393442622951,"rew-eff","planning","12:37:21",0,88,2,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,2,"planning",65
