"","uid","choiceRT","trialEndTime","effortTimeLimit","trialEffortPropMax1","trialReward2","pressTimes","trialReward1","trialNo","trialEffortPropMax2","coinsRunningTotal","trialEffort2","trialSuccess","trialStartTime","condition","pressCount","choice","trialEffort1","meanPressLag","studyStartTime","nTrials","ID","deltaReward","deltaEffort","effortChosen","effortUnchosen","deltaEffortSigned","higherEffChosen","highEffortOption","rewardChosen","rewardUnchosen","higherRewChosen","highRewardOption","taskNo","group","maxPressCount"
"32","subRE2_1",1933,599610,10000,0.75,3,"see raw data",4,15,0.35,30,22,1,583508,"baseline",48,"route 1",47,147.191489361702,"11:30:00",88,1,1,0.4,0.75,0.35,0.4,1,0.75,4,3,1,4,1,"control",63
"33","subRE2_1",1650,1503066,10000,0.55,5,"see raw data",6,16,0.2,36,13,1,1488865,"control",35,"route 1",35,158.571428571429,"11:30:00",88,1,1,0.35,0.55,0.2,0.35,1,0.55,6,5,1,6,2,"control",63
"34","subRE2_1",2017,614196,10000,0.55,5,"see raw data",6,16,0.2,36,13,1,599610,"baseline",35,"route 1",35,159.542857142857,"11:30:00",88,1,1,0.35,0.55,0.2,0.35,1,0.55,6,5,1,6,1,"control",63
"35","subRE2_1",2167,631698,10000,0.95,3,"see raw data",5,17,0.2,41,13,1,614196,"baseline",60,"route 1",60,140.85,"11:30:00",88,1,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,1,"control",63
"36","subRE2_1",1917,1521269,10000,0.95,3,"see raw data",5,17,0.2,41,13,1,1503066,"control",60,"route 1",60,158.9,"11:30:00",88,1,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,2,"control",63
"37","subRE2_1",1734,1538739,10000,0.95,4,"see raw data",5,18,0.35,46,22,1,1521269,"control",60,"route 1",60,147.8,"11:30:00",88,1,1,0.6,0.95,0.35,0.6,1,0.95,5,4,1,5,2,"control",63
"38","subRE2_1",1817,648901,10000,0.95,4,"see raw data",5,18,0.35,46,22,1,631698,"baseline",61,"route 1",60,137.72131147541,"11:30:00",88,1,1,0.6,0.95,0.35,0.6,1,0.95,5,4,1,5,1,"control",63
"39","subRE2_1",1851,1556575,10000,0.95,3,"see raw data",5,19,0.2,51,13,1,1538739,"control",61,"route 1",60,148.934426229508,"11:30:00",88,1,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,2,"control",63
"40","subRE2_1",2317,666604,10000,0.95,3,"see raw data",5,19,0.2,51,13,1,648901,"baseline",61,"route 1",60,138,"11:30:00",88,1,2,0.75,0.95,0.2,0.75,1,0.95,5,3,1,5,1,"control",63
"41","subRE2_1",1684,684040,10000,0.95,4,"see raw data",7,20,0.55,58,35,1,666604,"baseline",60,"route 1",60,147.8,"11:30:00",88,1,3,0.4,0.95,0.55,0.4,1,0.95,7,4,1,7,1,"control",63
"42","subRE2_1",1900,1574661,10000,0.95,4,"see raw data",7,20,0.55,58,35,1,1556575,"control",60,"route 1",60,153.083333333333,"11:30:00",88,1,3,0.4,0.95,0.55,0.4,1,0.95,7,4,1,7,2,"control",63
"43","subRE2_1",1751,1590764,10000,0.75,6,"see raw data",7,21,0.2,65,13,1,1574661,"control",48,"route 1",47,156.765957446808,"11:30:00",88,1,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,2,"control",63
"44","subRE2_1",1934,700526,10000,0.75,6,"see raw data",7,21,0.2,65,13,1,684040,"baseline",48,"route 1",47,161.36170212766,"11:30:00",88,1,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,1,"control",63
"45","subRE2_1",2550,733931,10000,0.95,3,"see raw data",4,22,0.55,4,35,1,716211,"baseline",60,"route 1",60,138.066666666667,"11:30:00",88,1,1,0.4,0.95,0.55,0.4,1,0.95,4,3,1,4,1,"control",63
"46","subRE2_1",6968,1636204,10000,0.95,3,"see raw data",4,22,0.55,4,35,1,1613483,"control",60,"route 1",60,148.050847457627,"11:30:00",88,1,1,0.4,0.95,0.55,0.4,1,0.95,4,3,1,4,2,"control",63
"47","subRE2_1",1984,751500,10000,0.2,6,"see raw data",4,23,0.95,10,60,1,733931,"baseline",60,"route 2",13,140.3,"11:30:00",88,1,2,0.75,0.95,0.2,0.75,1,0.95,6,4,1,6,1,"control",63
"48","subRE2_1",2267,1654640,10000,0.2,6,"see raw data",4,23,0.95,10,60,1,1636204,"control",61,"route 2",13,150.295081967213,"11:30:00",88,1,2,0.75,0.95,0.2,0.75,1,0.95,6,4,1,6,2,"control",63
"49","subRE2_1",1917,1668926,10000,0.35,7,"see raw data",3,24,0.55,17,35,1,1654640,"control",36,"route 2",22,150.028571428571,"11:30:00",88,1,4,0.2,0.55,0.35,0.2,1,0.55,7,3,1,7,2,"control",63
"50","subRE2_1",2017,765869,10000,0.35,7,"see raw data",3,24,0.55,17,35,1,751500,"baseline",36,"route 2",22,154.314285714286,"11:30:00",88,1,4,0.2,0.55,0.35,0.2,1,0.55,7,3,1,7,1,"control",63
"51","subRE2_1",2134,778554,10000,0.35,6,"see raw data",7,25,0.2,24,13,1,765869,"baseline",23,"route 1",22,161.608695652174,"11:30:00",88,1,1,0.15,0.35,0.2,0.15,1,0.35,7,6,1,7,1,"control",63
"52","subRE2_1",2083,1681360,10000,0.35,6,"see raw data",7,25,0.2,24,13,1,1668926,"control",22,"route 1",22,157.190476190476,"11:30:00",88,1,1,0.15,0.35,0.2,0.15,1,0.35,7,6,1,7,2,"control",63
"53","subRE2_1",1767,1697663,10000,0.2,6,"see raw data",4,26,0.75,30,47,1,1681360,"control",48,"route 2",13,161.744680851064,"11:30:00",88,1,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"control",63
"54","subRE2_1",1900,794607,10000,0.2,6,"see raw data",4,26,0.75,30,47,1,778554,"baseline",47,"route 2",13,153.68085106383,"11:30:00",88,1,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"control",63
"55","subRE2_1",2334,805942,10000,0.2,1,"see raw data",8,27,0.95,38,60,1,794607,"baseline",14,"route 1",13,152.538461538462,"11:30:00",88,1,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,1,"control",63
"56","subRE2_1",1934,1708948,10000,0.2,1,"see raw data",8,27,0.95,38,60,1,1697663,"control",13,"route 1",13,149.923076923077,"11:30:00",88,1,7,0.75,0.2,0.95,-0.75,0,0.95,8,1,1,8,2,"control",63
"57","subRE2_1",1917,822411,10000,0.75,6,"see raw data",7,28,0.35,45,22,1,805942,"baseline",48,"route 1",47,158.893617021277,"11:30:00",88,1,1,0.4,0.75,0.35,0.4,1,0.75,7,6,1,7,1,"control",63
"58","subRE2_1",2100,1725417,10000,0.75,6,"see raw data",7,28,0.35,45,22,1,1708948,"control",47,"route 1",47,159.212765957447,"11:30:00",88,1,1,0.4,0.75,0.35,0.4,1,0.75,7,6,1,7,2,"control",63
"59","subRE2_1",1900,840481,10000,0.35,4,"see raw data",3,29,0.95,49,60,1,822411,"baseline",60,"route 2",22,138.083333333333,"11:30:00",88,1,1,0.6,0.95,0.35,0.6,1,0.95,4,3,1,4,1,"control",63
"60","subRE2_1",1951,1743320,10000,0.35,4,"see raw data",3,29,0.95,49,60,1,1725417,"control",60,"route 2",22,150.266666666667,"11:30:00",88,1,1,0.6,0.95,0.35,0.6,1,0.95,4,3,1,4,2,"control",63
"61","subRE2_1",1684,1755189,10000,0.35,5,"see raw data",6,30,0.2,55,13,1,1743320,"control",22,"route 1",22,152.380952380952,"11:30:00",88,1,1,0.15,0.35,0.2,0.15,1,0.35,6,5,1,6,2,"control",63
"62","subRE2_1",1717,852766,10000,0.35,5,"see raw data",6,30,0.2,55,13,1,840481,"baseline",22,"route 1",22,165.954545454545,"11:30:00",88,1,1,0.15,0.35,0.2,0.15,1,0.35,6,5,1,6,1,"control",63
"63","subRE2_1",1934,867035,10000,0.2,5,"see raw data",3,31,0.55,60,35,1,852766,"baseline",35,"route 2",13,153.828571428571,"11:30:00",88,1,2,0.35,0.55,0.2,0.35,1,0.55,5,3,1,5,1,"control",63
"64","subRE2_1",1750,1769091,10000,0.2,5,"see raw data",3,31,0.55,60,35,1,1755189,"control",36,"route 2",13,148.571428571429,"11:30:00",88,1,2,0.35,0.55,0.2,0.35,1,0.55,5,3,1,5,2,"control",63
"65","subRE2_1",1567,1786594,10000,0.95,3,"see raw data",7,32,0.2,67,13,1,1769091,"control",60,"route 1",60,151.416666666667,"11:30:00",88,1,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,2,"control",63
"66","subRE2_1",1867,884454,10000,0.95,3,"see raw data",7,32,0.2,67,13,1,867035,"baseline",60,"route 1",60,143.525423728814,"11:30:00",88,1,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,1,"control",63
"67","subRE2_1",2850,915442,10000,0.2,7,"see raw data",6,33,0.75,7,47,1,898623,"baseline",48,"route 2",13,144.125,"11:30:00",88,1,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,1,"control",63
"68","subRE2_1",1884,1826683,10000,0.2,7,"see raw data",6,33,0.75,7,47,1,1810598,"control",48,"route 2",13,150.375,"11:30:00",88,1,1,0.55,0.75,0.2,0.55,1,0.75,7,6,1,7,2,"control",63
"69","subRE2_1",2100,1841535,10000,0.35,5,"see raw data",4,34,0.55,12,35,1,1826683,"control",35,"route 2",22,161.457142857143,"11:30:00",88,1,1,0.2,0.55,0.35,0.2,1,0.55,5,4,1,5,2,"control",63
"70","subRE2_1",2183,930378,10000,0.35,5,"see raw data",4,34,0.55,12,35,1,915442,"baseline",36,"route 2",22,162.4,"11:30:00",88,1,1,0.2,0.55,0.35,0.2,1,0.55,5,4,1,5,1,"control",63
"71","subRE2_1",2117,1859788,10000,0.55,5,"see raw data",4,35,0.95,17,60,1,1841535,"control",60,"route 2",35,152.766666666667,"11:30:00",88,1,1,0.4,0.95,0.55,0.4,1,0.95,5,4,1,5,2,"control",63
"72","subRE2_1",2633,948580,10000,0.55,5,"see raw data",4,35,0.95,17,60,1,930378,"baseline",61,"route 2",35,140.688524590164,"11:30:00",88,1,1,0.4,0.95,0.55,0.4,1,0.95,5,4,1,5,1,"control",63
"73","subRE2_1",6217,967751,10000,0.55,4,"see raw data",7,36,0.35,24,22,1,948580,"baseline",36,"route 1",35,164.771428571429,"11:30:00",88,1,3,0.2,0.55,0.35,0.2,1,0.55,7,4,1,7,1,"control",63
"74","subRE2_1",1917,1874074,10000,0.55,4,"see raw data",7,36,0.35,24,22,1,1859788,"control",35,"route 1",35,158.114285714286,"11:30:00",88,1,3,0.2,0.55,0.35,0.2,1,0.55,7,4,1,7,2,"control",63
"75","subRE2_1",1984,985486,10000,0.2,7,"see raw data",3,37,0.95,31,60,1,967751,"baseline",61,"route 2",13,146.15,"11:30:00",88,1,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,1,"control",63
"76","subRE2_1",4167,1899794,10000,0.2,7,"see raw data",3,37,0.95,24,60,0,1874074,"control",59,"route 2",13,157.898305084746,"11:30:00",88,1,4,0.75,0.95,0.2,0.75,1,0.95,7,3,1,7,2,"control",63
"77","subRE2_1",1900,1917431,10000,0.95,3,"see raw data",6,38,0.55,30,35,1,1899794,"control",60,"route 1",60,146.067796610169,"11:30:00",88,1,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,2,"control",63
"78","subRE2_1",1984,1003423,10000,0.95,3,"see raw data",6,38,0.55,37,35,1,985486,"baseline",61,"route 1",60,148.114754098361,"11:30:00",88,1,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,1,"control",63
"79","subRE2_1",7334,1026309,10000,0.35,6,"see raw data",4,39,0.95,43,60,1,1003423,"baseline",60,"route 2",22,142.101694915254,"11:30:00",88,1,2,0.6,0.95,0.35,0.6,1,0.95,6,4,1,6,1,"control",63
"80","subRE2_1",4267,1937650,10000,0.35,6,"see raw data",4,39,0.95,36,60,1,1917431,"control",60,"route 2",22,150.881355932203,"11:30:00",88,1,2,0.6,0.95,0.35,0.6,1,0.95,6,4,1,6,2,"control",63
"81","subRE2_1",2334,1042996,10000,0.75,4,"see raw data",6,40,0.2,49,13,1,1026309,"baseline",48,"route 1",47,154.541666666667,"11:30:00",88,1,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"control",63
"82","subRE2_1",2650,1954853,10000,0.75,4,"see raw data",6,40,0.2,42,13,1,1937650,"control",47,"route 1",47,161.723404255319,"11:30:00",88,1,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,2,"control",63
"83","subRE2_1",2450,1973272,10000,0.75,6,"see raw data",4,41,0.95,48,60,1,1954853,"control",60,"route 2",47,151.133333333333,"11:30:00",88,1,2,0.2,0.95,0.75,0.2,1,0.95,6,4,1,6,2,"control",63
"84","subRE2_1",3534,1062498,10000,0.75,6,"see raw data",4,41,0.95,55,60,1,1042996,"baseline",60,"route 2",47,149.728813559322,"11:30:00",88,1,2,0.2,0.95,0.75,0.2,1,0.95,6,4,1,6,1,"control",63
"85","subRE2_1",1534,1986958,10000,0.2,7,"see raw data",5,42,0.55,55,35,1,1973272,"control",36,"route 2",13,147.628571428571,"11:30:00",88,1,2,0.35,0.55,0.2,0.35,1,0.55,7,5,1,7,2,"control",63
"86","subRE2_1",2067,1076934,10000,0.2,7,"see raw data",5,42,0.55,62,35,1,1062498,"baseline",36,"route 2",13,151.428571428571,"11:30:00",88,1,2,0.35,0.55,0.2,0.35,1,0.55,7,5,1,7,1,"control",63
"87","subRE2_1",1934,1094236,10000,0.35,7,"see raw data",6,43,0.95,69,60,1,1076934,"baseline",60,"route 2",22,141.416666666667,"11:30:00",88,1,1,0.6,0.95,0.35,0.6,1,0.95,7,6,1,7,1,"control",63
"88","subRE2_1",1550,2004244,10000,0.35,7,"see raw data",6,43,0.95,62,60,1,1986958,"control",60,"route 2",22,147.233333333333,"11:30:00",88,1,1,0.6,0.95,0.35,0.6,1,0.95,7,6,1,7,2,"control",63
"89","subRE2_2",6844,217489,10000,0.95,3,"see raw data",7,0,0.35,7,24,1,196672,"baseline",67,"route 1",65,90.7164179104478,"03:06:23",88,2,4,0.6,0.95,0.35,0.6,1,0.95,7,3,1,7,1,"control",68
"90","subRE2_2",2448,1104627,10000,0.95,3,"see raw data",7,0,0.35,7,24,1,0,"control",66,"route 1",65,101.681818181818,"03:06:23",88,2,4,0.6,0.95,0.35,0.6,1,0.95,7,3,1,7,2,"control",68
"91","subRE2_2",2065,1120481,10000,0.95,4,"see raw data",7,1,0.75,14,51,1,1104627,"control",65,"route 1",65,100.384615384615,"03:06:23",88,2,3,0.2,0.95,0.75,0.2,1,0.95,7,4,1,7,2,"control",68
"92","subRE2_2",4296,234741,10000,0.95,4,"see raw data",7,1,0.75,11,51,1,217489,"baseline",51,"route 2",65,113.627450980392,"03:06:23",88,2,3,0.2,0.75,0.95,-0.2,0,0.95,4,7,0,7,1,"control",68
"93","subRE2_2",1682,1133539,10000,0.2,6,"see raw data",4,2,0.55,20,37,1,1120481,"control",38,"route 2",14,109.631578947368,"03:06:23",88,2,2,0.35,0.55,0.2,0.35,1,0.55,6,4,1,6,2,"control",68
"94","subRE2_2",2615,250911,10000,0.2,6,"see raw data",4,2,0.55,17,37,1,234741,"baseline",38,"route 2",14,169.162162162162,"03:06:23",88,2,2,0.35,0.55,0.2,0.35,1,0.55,6,4,1,6,1,"control",68
"95","subRE2_2",1998,1148092,10000,0.75,4,"see raw data",5,3,0.2,25,14,1,1133539,"control",52,"route 1",51,106,"03:06:23",88,2,1,0.55,0.75,0.2,0.55,1,0.75,5,4,1,5,2,"control",68
"96","subRE2_2",8110,272194,10000,0.75,4,"see raw data",5,3,0.2,22,14,1,250911,"baseline",52,"route 1",51,105.634615384615,"03:06:23",88,2,1,0.55,0.75,0.2,0.55,1,0.75,5,4,1,5,1,"control",68
"97","subRE2_2",2581,1163662,10000,0.75,7,"see raw data",5,4,0.95,32,65,1,1148092,"control",66,"route 2",51,85.8307692307692,"03:06:23",88,2,2,0.2,0.95,0.75,0.2,1,0.95,7,5,1,7,2,"control",68
"98","subRE2_2",16853,310662,10000,0.75,7,"see raw data",5,4,0.95,22,65,0,272194,"baseline",47,"route 2",51,184.255319148936,"03:06:23",88,2,2,0.2,0.95,0.75,0.2,1,0.95,7,5,1,7,1,"control",68
"99","subRE2_2",1915,1179349,10000,0.95,3,"see raw data",6,5,0.55,38,37,1,1163662,"control",66,"route 1",65,99.4,"03:06:23",88,2,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,2,"control",68
"100","subRE2_2",5429,330480,10000,0.95,3,"see raw data",6,5,0.55,28,37,1,310662,"baseline",66,"route 1",65,107.742424242424,"03:06:23",88,2,3,0.4,0.95,0.55,0.4,1,0.95,6,3,1,6,1,"control",68
"101","subRE2_2",4096,348148,10000,0.55,6,"see raw data",4,6,0.75,34,51,1,330480,"baseline",52,"route 2",37,119.901960784314,"03:06:23",88,2,2,0.2,0.75,0.55,0.2,1,0.75,6,4,1,6,1,"control",68
"102","subRE2_2",1462,1193738,10000,0.55,6,"see raw data",4,6,0.75,44,51,1,1179349,"control",53,"route 2",37,107.538461538462,"03:06:23",88,2,2,0.2,0.75,0.55,0.2,1,0.75,6,4,1,6,2,"control",68
"103","subRE2_2",3997,367133,10000,0.2,6,"see raw data",3,7,0.95,40,65,1,348148,"baseline",66,"route 2",14,118.615384615385,"03:06:23",88,2,3,0.75,0.95,0.2,0.75,1,0.95,6,3,1,6,1,"control",68
"104","subRE2_2",2064,1209774,10000,0.2,6,"see raw data",3,7,0.95,50,65,1,1193738,"control",67,"route 2",14,93.1060606060606,"03:06:23",88,2,3,0.75,0.95,0.2,0.75,1,0.95,6,3,1,6,2,"control",68
"105","subRE2_2",13172,391479,10000,0.2,5,"see raw data",4,8,0.35,45,24,1,367133,"baseline",24,"route 2",14,152.608695652174,"03:06:23",88,2,1,0.15,0.35,0.2,0.15,1,0.35,5,4,1,5,1,"control",68
"106","subRE2_2",1732,1220865,10000,0.2,5,"see raw data",4,8,0.35,55,24,1,1209774,"control",25,"route 2",14,96.4166666666667,"03:06:23",88,2,1,0.15,0.35,0.2,0.15,1,0.35,5,4,1,5,2,"control",68
"107","subRE2_2",2698,407749,10000,0.95,3,"see raw data",6,9,0.35,51,24,1,391479,"baseline",66,"route 1",65,90.6615384615385,"03:06:23",88,2,3,0.6,0.95,0.35,0.6,1,0.95,6,3,1,6,1,"control",68
"108","subRE2_2",1615,1236086,10000,0.95,3,"see raw data",6,9,0.35,61,24,1,1220865,"control",66,"route 1",65,98.6515151515152,"03:06:23",88,2,3,0.6,0.95,0.35,0.6,1,0.95,6,3,1,6,2,"control",68
"109","subRE2_2",2015,1247643,10000,0.35,3,"see raw data",4,10,0.2,65,14,1,1236086,"control",25,"route 1",24,96.5416666666667,"03:06:23",88,2,1,0.15,0.35,0.2,0.15,1,0.35,4,3,1,4,2,"control",68
"110","subRE2_2",3014,420739,10000,0.35,3,"see raw data",4,10,0.2,55,14,1,407749,"baseline",26,"route 1",24,94.56,"03:06:23",88,2,1,0.15,0.35,0.2,0.15,1,0.35,4,3,1,4,1,"control",68
"111","subRE2_2",2095,1288144,10000,0.55,7,"see raw data",5,11,0.75,7,51,1,1273472,"control",52,"route 2",37,102.480769230769,"03:06:23",88,2,2,0.2,0.75,0.55,0.2,1,0.75,7,5,1,7,2,"control",68
"112","subRE2_2",2864,470997,10000,0.55,7,"see raw data",5,11,0.75,7,51,1,455526,"baseline",51,"route 2",37,99.92,"03:06:23",88,2,2,0.2,0.75,0.55,0.2,1,0.75,7,5,1,7,1,"control",68
"113","subRE2_2",2481,485652,10000,0.2,6,"see raw data",4,12,0.75,13,51,1,470997,"baseline",52,"route 2",14,92.4117647058823,"03:06:23",88,2,2,0.55,0.75,0.2,0.55,1,0.75,6,4,1,6,1,"control",68
